z_index:  h_index:      ===Rainwater===       ===Wet snow===       ===Dry snow===        ===Graupel===
       2         1         11.485129451          0.000000000          0.000000000          0.000003007
       2         2         11.396482615          0.000000000          0.000000000          0.000002900
       2         3         11.185311921          0.000000000          0.000000000          0.000009683
       2         4         11.235017166          0.000000000          0.000000000          0.000194856
       2         5         11.906867881          0.000000000          0.000000000          0.002666470
       2         6         11.398847925          0.000004541          0.000000000          0.022052947
       2         7         11.083775847          0.033225508          0.000000000          0.146095935
       2         8          5.601100129          3.143440880          0.000000000          0.453400773
       2         9          0.385149278          4.427440268          0.842305357          1.350949073
       2        10          0.074431311          0.005787899          7.263531568          2.738786067
       2        11          0.061621934          0.000000000          8.502123869          2.235457196
       2        12          0.025156071          0.000000000          9.505179215          1.626797976
       2        13          0.010992198          0.000000000         10.101719191          1.078340551
       2        14          0.003244363          0.000000000         10.231194394          0.741196853
       2        15          0.000662645          0.000000000         10.552275893          0.472961157
       2        16          0.000098238          0.000000000         11.064867118          0.251980352
       2        17          0.000012384          0.000000000         11.666488175          0.141560635
       2        18          0.000000634          0.000000000         12.120665829          0.083122906
       2        19          0.000000010          0.000000000         12.226585112          0.057658141
       2        20          0.000000001          0.000000000         11.835602963          0.052477660
       2        21          0.000000000          0.000000000         10.691880050          0.053115267
       2        22          0.000000000          0.000000000         10.217975933          0.045675562
       2        23          0.000000000          0.000000000         10.638193393          0.080667913
       2        24          0.000000000          0.000000000         10.270044193          0.097538724
       2        25          0.000000000          0.000000000         10.790678433          0.129937144
       2        26          0.000000000          0.000000000         10.138613304          0.195182422
       2        27          0.000000000          0.000000000         10.388859246          0.390972109
       2        28          0.000000000          0.000000000         10.026214473          0.655879823
       2        29          0.000000000          0.000000000         10.448562136          1.164410662
       2        30          0.000000000          0.000000000          9.255934098          1.542579014
       2        31          0.000000000          0.000000000          6.739038416          3.212334382
       2        32          0.000000000          0.000000000          4.253683315          5.936382508
       2        33          0.000000000          0.000000000          2.620775698          6.022844513
       2        34          0.000000000          0.000000000          1.516023585          4.217000919
       2        35          0.000000000          0.000000000          0.000000000          0.000000000
       2        36          0.000000000          0.000000000          0.000000000          0.000000000
       2        37          0.000000000          0.000000000          0.000000000          0.000000000
       2        38          0.000000000          0.000000000          0.000000000          0.000000000
       2        39          0.000000000          0.000000000          0.000000000          0.000000000
       2        40          0.000000000          0.000000000          0.000000000          0.000000000
       3         1        109.932737059          0.000000000          0.000000000          0.007300182
       3         2        122.092308392          0.000000000          0.000000000          0.004750457
       3         3        108.299617642          0.000000000          0.000000000          0.012055900
       3         4        101.792502801          0.000000000          0.000000000          0.030280001
       3         5        100.160428959          0.000000000          0.000000000          0.116610347
       3         6        103.856724007          0.000012841          0.000000000          0.481703396
       3         7         98.090295840          0.378111314          0.000000000          3.373334736
       3         8         37.170010844         43.881337887          0.000000000          7.231537025
       3         9          1.986512900         59.245030215          3.788333765         14.542833224
       3        10          0.257588682          0.079139965         59.148690698         33.963358072
       3        11          0.142639374          0.000000000         74.379298950         24.212025312
       3        12          0.062449161          0.000000000         85.695554670         16.296630658
       3        13          0.044433424          0.000000000         90.834574411         11.697786901
       3        14          0.013513088          0.000000000        100.614643042          7.783517598
       3        15          0.002632258          0.000000000        105.313449943          4.882578074
       3        16          0.000608011          0.000000000        104.875563707          3.515404060
       3        17          0.000127344          0.000000000        100.332384837          2.697175298
       3        18          0.000011229          0.000000000         94.444999278          2.283756425
       3        19          0.000000849          0.000000000         91.343376648          2.281776948
       3        20          0.000000114          0.000000000         90.858339122          2.950994033
       3        21          0.000000018          0.000000000         95.499549882          3.737628459
       3        22          0.000000000          0.000000000         95.559053301          3.206116511
       3        23          0.000000000          0.000000000         93.723659784          4.629463735
       3        24          0.000000000          0.000000000         93.300850497          5.858860033
       3        25          0.000000000          0.000000000         95.178401387          7.444054514
       3        26          0.000000000          0.000000000         97.461499396          8.145390824
       3        27          0.000000000          0.000000000         87.133350811         11.663855996
       3        28          0.000000000          0.000000000         80.834832519         13.460996914
       3        29          0.000000000          0.000000000         84.814338244         15.834966383
       3        30          0.000000000          0.000000000         69.391744019         33.927804794
       3        31          0.000000000          0.000000000         30.083735714         58.070284810
       3        32          0.000000000          0.000000000         12.257326573         55.287309841
       3        33          0.000000000          0.000000000          0.000000000          0.000000000
       3        34          0.000000000          0.000000000          0.000000000          0.000000000
       3        35          0.000000000          0.000000000          0.000000000          0.000000000
       3        36          0.000000000          0.000000000          0.000000000          0.000000000
       3        37          0.000000000          0.000000000          0.000000000          0.000000000
       3        38          0.000000000          0.000000000          0.000000000          0.000000000
       3        39          0.000000000          0.000000000          0.000000000          0.000000000
       3        40          0.000000000          0.000000000          0.000000000          0.000000000
       4         1        582.593809462          0.000000000          0.000000000          0.275695684
       4         2        862.795555369          0.000000000          0.000000000          0.445421273
       4         3        891.383213768          0.000000000          0.000000000          1.101761842
       4         4        847.098276169          0.000000000          0.000000000          3.643758990
       4         5        788.052922707          0.000000001          0.000000000          9.016362689
       4         6        775.932257572          0.000351128          0.000000000         27.869731729
       4         7        684.552482610          6.937820624          0.000000000         96.504729633
       4         8        165.141711916        602.918935837          0.000000000         77.354169482
       4         9         11.110636789        841.094650399          6.179351624         73.141773422
       4        10          2.592036028          2.737345087        258.937787057        546.620437475
       4        11          0.844255872          0.000000000        393.879602971        428.287945544
       4        12          0.317489641          0.000000000        499.466047843        305.905580600
       4        13          0.191266101          0.000000000        549.092489790        245.526019251
       4        14          0.082059535          0.000000000        610.522719671        187.512000878
       4        15          0.053360187          0.000000000        631.848753741        158.688350577
       4        16          0.034991483          0.000000000        658.186633724        154.982817570
       4        17          0.017887056          0.000000000        682.103320599        165.294918242
       4        18          0.003462044          0.000000000        686.448995011        171.743749840
       4        19          0.000334653          0.000000000        671.701302583        174.346198287
       4        20          0.000028286          0.000000000        660.096023344        185.927444415
       4        21          0.000004650          0.000000000        701.677255663        200.345430022
       4        22          0.000000131          0.000000000        721.448748841        200.200056715
       4        23          0.000000000          0.000000000        692.662575998        173.064245844
       4        24          0.000000000          0.000000000        737.784120807        182.548421609
       4        25          0.000000000          0.000000000        770.023711050        158.227222727
       4        26          0.000000000          0.000000000        793.757906639        155.100836077
       4        27          0.000000000          0.000000000        741.519916987        201.064163937
       4        28          0.000000000          0.000000000        672.930450614        237.650181985
       4        29          0.000000000          0.000000000        443.019863425        306.677426487
       4        30          0.000000000          0.000000000        190.427776503        401.203266619
       4        31          0.000000000          0.000000000         73.085580942        376.938006133
       4        32          0.000000000          0.000000000          0.000000000          0.000000000
       4        33          0.000000000          0.000000000          0.000000000          0.000000000
       4        34          0.000000000          0.000000000          0.000000000          0.000000000
       4        35          0.000000000          0.000000000          0.000000000          0.000000000
       4        36          0.000000000          0.000000000          0.000000000          0.000000000
       4        37          0.000000000          0.000000000          0.000000000          0.000000000
       4        38          0.000000000          0.000000000          0.000000000          0.000000000
       4        39          0.000000000          0.000000000          0.000000000          0.000000000
       4        40          0.000000000          0.000000000          0.000000000          0.000000000
       5         1          0.000000000          0.000000000          0.000000000          0.000000000
       5         2       5578.212864738          0.000000000          0.000000000          5.008952656
       5         3       5372.103162093          0.000000000          0.000000000         15.041257061
       5         4       5409.303983283          0.000000000          0.000000000         53.293005337
       5         5       5618.973616023          0.000000000          0.000000000        143.608558988
       5         6       4879.392758682          0.000059368          0.000000000        577.809533511
       5         7       4349.351164642          2.596033085          0.000000000       1801.203238199
       5         8        854.397245908       4577.243654527          0.000000000        921.156400737
       5         9         75.919974478       9679.349939645          0.367917266        405.301875485
       5        10         30.335561303        461.116686680        412.412251661       5431.263523222
       5        11         21.568149623          0.000000000        943.750748633       7496.776413933
       5        12          6.205921446          0.000000000       1263.739261662       7039.395051868
       5        13          3.792888765          0.000000000       1407.049350326       6724.745434684
       5        14          3.038712738          0.000000000       1790.658381642       5919.476026227
       5        15          2.853361147          0.000000000       2068.818886995       5413.289648478
       5        16          2.403568418          0.000000000       2216.382731337       5005.192492141
       5        17          1.565186269          0.000000000       2320.988829920       4802.670353956
       5        18          0.376286682          0.000000000       2400.454833272       4344.940778358
       5        19          0.036770184          0.000000000       2588.226752918       3615.891464519
       5        20          0.002523353          0.000000000       2787.011057487       3022.057443383
       5        21          0.000221743          0.000000000       2508.866032337       3016.475286259
       5        22          0.000017548          0.000000000       2586.553484818       3026.145356612
       5        23          0.000000002          0.000000000       3070.760438617       1818.735698531
       5        24          0.000000000          0.000000000       2372.313361303       2504.319989388
       5        25          0.000000000          0.000000000       2670.223119035       1809.783614435
       5        26          0.000000000          0.000000000       2097.739600125       2207.333859109
       5        27          0.000000000          0.000000000       1778.791933499       2413.184645816
       5        28          0.000000000          0.000000000       1151.672803739       2910.940558316
       5        29          0.000000000          0.000000000        712.314792483       2915.130593453
       5        30          0.000000000          0.000000000          0.000000000          0.000000000
       5        31          0.000000000          0.000000000          0.000000000          0.000000000
       5        32          0.000000000          0.000000000          0.000000000          0.000000000
       5        33          0.000000000          0.000000000          0.000000000          0.000000000
       5        34          0.000000000          0.000000000          0.000000000          0.000000000
       5        35          0.000000000          0.000000000          0.000000000          0.000000000
       5        36          0.000000000          0.000000000          0.000000000          0.000000000
       5        37          0.000000000          0.000000000          0.000000000          0.000000000
       5        38          0.000000000          0.000000000          0.000000000          0.000000000
       5        39          0.000000000          0.000000000          0.000000000          0.000000000
       5        40          0.000000000          0.000000000          0.000000000          0.000000000
       6         1          0.000000000          0.000000000          0.000000000          0.000000000
       6         2          0.000000000          0.000000000          0.000000000          0.000000000
       6         3          0.000000000          0.000000000          0.000000000          0.000000000
       6         4          0.000000000          0.000000000          0.000000000          0.000000000
       6         5          0.000000000          0.000000000          0.000000000          0.000000000
       6         6          0.000000000          0.000000000          0.000000000          0.000000000
       6         7          0.000000000          0.000000000          0.000000000          0.000000000
       6         8        585.441438425      54783.345060723          0.000000000        435.573114800
       6         9        274.433475945      58482.456351137          0.000000000       1681.712939361
       6        10        336.916776730      72160.296616061          7.104634902       7034.338489053
       6        11        525.273471409          0.000000000        471.183532054      50751.765613477
       6        12        100.010286359          0.000000000        617.046488536      51050.961892201
       6        13         34.699959319          0.000000000        870.849970379      46579.609004041
       6        14         32.881914560          0.000000000       1047.803060470      42096.679451858
       6        15         34.787300955          0.000000000        998.529025322      39468.443642318
       6        16         34.937999378          0.000000000        912.658347862      37910.400787624
       6        17         29.476320004          0.000000000        946.200593796      37480.851970615
       6        18         13.600879797          0.000000000        830.800168234      36555.339790068
       6        19          0.000000000          0.000000000          0.000000000          0.000000000
       6        20          0.000000000          0.000000000          0.000000000          0.000000000
       6        21          0.000000000          0.000000000          0.000000000          0.000000000
       6        22          0.000000000          0.000000000          0.000000000          0.000000000
       6        23          0.000000000          0.000000000          0.000000000          0.000000000
       6        24          0.000000000          0.000000000          0.000000000          0.000000000
       6        25          0.000000000          0.000000000          0.000000000          0.000000000
       6        26          0.000000000          0.000000000          0.000000000          0.000000000
       6        27          0.000000000          0.000000000          0.000000000          0.000000000
       6        28          0.000000000          0.000000000          0.000000000          0.000000000
       6        29          0.000000000          0.000000000          0.000000000          0.000000000
       6        30          0.000000000          0.000000000          0.000000000          0.000000000
       6        31          0.000000000          0.000000000          0.000000000          0.000000000
       6        32          0.000000000          0.000000000          0.000000000          0.000000000
       6        33          0.000000000          0.000000000          0.000000000          0.000000000
       6        34          0.000000000          0.000000000          0.000000000          0.000000000
       6        35          0.000000000          0.000000000          0.000000000          0.000000000
       6        36          0.000000000          0.000000000          0.000000000          0.000000000
       6        37          0.000000000          0.000000000          0.000000000          0.000000000
       6        38          0.000000000          0.000000000          0.000000000          0.000000000
       6        39          0.000000000          0.000000000          0.000000000          0.000000000
       6        40          0.000000000          0.000000000          0.000000000          0.000000000
       7         1          0.000000000          0.000000000          0.000000000          0.000000000
       7         2          0.000000000          0.000000000          0.000000000          0.000000000
       7         3          0.000000000          0.000000000          0.000000000          0.000000000
       7         4          0.000000000          0.000000000          0.000000000          0.000000000
       7         5          0.000000000          0.000000000          0.000000000          0.000000000
       7         6          0.000000000          0.000000000          0.000000000          0.000000000
       7         7          0.000000000          0.000000000          0.000000000          0.000000000
       7         8          0.000000000          0.000000000          0.000000000          0.000000000
       7         9          2.583919647     368559.529798930          0.000000000        293.474202984
       7        10         75.463310355     380388.338450024          0.000000000       3151.421917646
       7        11          0.000000000          0.000000000          0.000000000          0.000000000
       7        12          0.000000000          0.000000000          0.000000000          0.000000000
       7        13          0.000000000          0.000000000          0.000000000          0.000000000
       7        14          0.000000000          0.000000000          0.000000000          0.000000000
       7        15          0.000000000          0.000000000          0.000000000          0.000000000
       7        16          0.000000000          0.000000000          0.000000000          0.000000000
       7        17          0.000000000          0.000000000          0.000000000          0.000000000
       7        18          0.000000000          0.000000000          0.000000000          0.000000000
       7        19          0.000000000          0.000000000          0.000000000          0.000000000
       7        20          0.000000000          0.000000000          0.000000000          0.000000000
       7        21          0.000000000          0.000000000          0.000000000          0.000000000
       7        22          0.000000000          0.000000000          0.000000000          0.000000000
       7        23          0.000000000          0.000000000          0.000000000          0.000000000
       7        24          0.000000000          0.000000000          0.000000000          0.000000000
       7        25          0.000000000          0.000000000          0.000000000          0.000000000
       7        26          0.000000000          0.000000000          0.000000000          0.000000000
       7        27          0.000000000          0.000000000          0.000000000          0.000000000
       7        28          0.000000000          0.000000000          0.000000000          0.000000000
       7        29          0.000000000          0.000000000          0.000000000          0.000000000
       7        30          0.000000000          0.000000000          0.000000000          0.000000000
       7        31          0.000000000          0.000000000          0.000000000          0.000000000
       7        32          0.000000000          0.000000000          0.000000000          0.000000000
       7        33          0.000000000          0.000000000          0.000000000          0.000000000
       7        34          0.000000000          0.000000000          0.000000000          0.000000000
       7        35          0.000000000          0.000000000          0.000000000          0.000000000
       7        36          0.000000000          0.000000000          0.000000000          0.000000000
       7        37          0.000000000          0.000000000          0.000000000          0.000000000
       7        38          0.000000000          0.000000000          0.000000000          0.000000000
       7        39          0.000000000          0.000000000          0.000000000          0.000000000
       7        40          0.000000000          0.000000000          0.000000000          0.000000000
